tambon_th,tambon_en,province_th,province_en,latitude,longitude,st_no,men,women
ในเมือง,NaiMueang,ยโสธร,Yasothon,15.799,104.148,31,18,13
จักรสีห์,Chaksi,สิงห์บุรี,Sing Buri,14.836,100.398,14,9,5
โคกหล่อ,KhokLo,ตรัง,Trang,7.524,99.615,27,20,7
บางกะดี,BangKadi,ปทุมธานี,Pathum Thani,13.983,100.537,61,39,22
คลองจุกกระเฌอ,KhlongChukKhachoe,ฉะเชิงเทรา,Chachoengsao,13.686,101.125,11,5,6
ดงหมู,DongMu,มุกดาหาร,Mukdahan,16.807,104.708,5,1,4
หวายเหนียว,WaiNiao,กาญจนบุรี,Kanchanaburi,13.902,99.759,6,3,3
หวายเหนียว,WaiNiao,กาญจนบุรี,Kanchanaburi,13.902,99.759,41,21,20
กระเสาะ,Kraso,ปัตตานี,Pattani,6.749,101.397,0,0,0
นาโยงเหนือ,NaYongNuea,ตรัง,Trang,7.566,99.699,1,1,0
นาโยงเหนือ,NaYongNuea,ตรัง,Trang,7.566,99.699,4,2,2
ท่ามิหรำ,ThaMiRam,พัทลุง,Phatthalung,7.589,100.05,4,4,0
ท่ามิหรำ,ThaMiRam,พัทลุง,Phatthalung,7.589,100.05,0,0,0
จะทิ้งพระ,ChaThingPhra,สงขลา,Songkhla,7.469,100.437,1,1,0
จะทิ้งพระ,ChaThingPhra,สงขลา,Songkhla,7.469,100.437,2,2,0
บางไผ่,BangPhai,ฉะเชิงเทรา,Chachoengsao,13.692,101.102,40,15,25
พิกุลทอง,PhikunThong,สิงห์บุรี,Sing Buri,14.772,100.41,1,1,0
วัดยม,WatYom,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.39,100.497,0,0,0
โพนทอง,PhonThong,ลพบุรี,Lop Buri,15.04,100.559,0,0,0
คานหาม,KhanHam,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.335,100.641,21,9,12
วัดเพลง,WatPhleng,ราชบุรี,Ratchaburi,13.449,99.872,2,1,1
วัดเพลง,WatPhleng,ราชบุรี,Ratchaburi,13.449,99.872,2,1,1
ในเมือง,NaiMueang,ร้อยเอ็ด,Roi Et,16.051,103.653,131,94,37
บางกระทึก,BangKrathuek,นครปฐม,Nakhon Pathom,13.772,100.305,63,32,31
จำปา,Champa,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.55,100.741,1,0,1
จำปา,Champa,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.55,100.741,11,7,4
ถนนใหญ่,ThanonYai,ลพบุรี,Lop Buri,14.831,100.629,15,8,7
พิหารแดง,PhihanDaeng,สุพรรณบุรี,Suphan Buri,14.506,100.107,13,5,8
บางกระสอ,BangKraso,นนทบุรี,Nonthaburi,13.869,100.491,258,155,103
บ้านครัว,BanKhrua,สระบุรี,Saraburi,14.584,100.767,11,6,5
บ้านหาร,BanHan,สงขลา,Songkhla,7.075,100.45,9,6,3
โรงช้าง,RongChang,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.602,100.563,3,2,1
ริมปิง,RimPing,ลำพูน,Lamphun,18.598,98.984,36,17,19
หนองกะขะ,NongKakha,ชลบุรี,Chon Buri,13.431,101.095,2,2,0
หนองกะขะ,NongKakha,ชลบุรี,Chon Buri,13.431,101.095,4,3,1
สันผักหวาน,SanPhakWan,เชียงใหม่,Chiang Mai,18.719,98.97,381,255,126
ระแว้ง,Rawaeng,ปัตตานี,Pattani,6.755,101.324,4,2,2
กกแก้วบูรพา,KokKaeoBurapha,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.188,100.435,3,3,0
คลองนา,KhlongNa,ฉะเชิงเทรา,Chachoengsao,13.648,101.102,38,26,12
โพธิ์ทอง,PhoThong,ร้อยเอ็ด,Roi Et,15.973,103.535,1,1,0
สันทราย,SanSai,เชียงใหม่,Chiang Mai,18.64,98.972,18,7,11
หน้าสตน,NaSaton,นครศรีธรรมราช,Nakhon Si Thammarat,7.969,100.322,12,7,5
หน้าสตน,NaSaton,นครศรีธรรมราช,Nakhon Si Thammarat,7.969,100.322,6,3,3
บึงเสนาท,BuengSenat,นครสวรรค์,Nakhon Sawan,15.734,100.14,12,7,5
ท่าตลาด,ThaTalat,นครปฐม,Nakhon Pathom,13.751,100.234,34,24,10
ท่าตลาด,ThaTalat,นครปฐม,Nakhon Pathom,13.751,100.234,21,13,8
แขวงลาดกระบัง,,กรุงเทพมหานคร,Bangkok,13.723,100.771,196,119,77
ปรุใหญ่,PruYai,นครราชสีมา,Nakhon Ratchasima,14.994,102.052,12,11,1
บางยี่โท,BangYitho,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.299,100.445,2,1,1
น้ำเต้า,Namtao,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.339,100.438,1,1,0
หนองผึ้ง,NongPhueng,เชียงใหม่,Chiang Mai,18.735,99.021,309,180,129
หนองผึ้ง,NongPhueng,เชียงใหม่,Chiang Mai,18.735,99.021,8,3,5
กะทุ่ม,Kathum,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.546,100.556,0,0,0
ผึ้งรวง,PhuengRuang,สระบุรี,Saraburi,14.607,100.931,9,5,4
หนองไม้แดง,NongMaiDaeng,ชลบุรี,Chon Buri,13.406,101.003,14,10,4
จำลอง,Chamlong,อ่างทอง,Ang Thong,14.741,100.364,0,0,0
ป่าไก่,PaKai,ราชบุรี,Ratchaburi,13.412,99.827,21,11,10
หัวเวียง,HuaWiang,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.376,100.402,0,0,0
แควใหญ่,KhwaeYai,นครสวรรค์,Nakhon Sawan,15.712,100.174,8,5,3
แควใหญ่,KhwaeYai,นครสวรรค์,Nakhon Sawan,15.712,100.174,0,0,0
ลำปลายมาศ,LamPlaiMat,บุรีรัมย์,Buri Ram,15.019,102.834,0,0,0
ลำปลายมาศ,LamPlaiMat,บุรีรัมย์,Buri Ram,15.019,102.834,15,9,6
สาวชะโงก,SaoCha-Ngo,ฉะเชิงเทรา,Chachoengsao,13.683,101.152,2,1,1
ฝายนาแซง,FaiNaSaeng,เพชรบูรณ์,Phetchabun,16.811,101.206,0,0,0
คลองสวนพลู,KhlongSuanPhu,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.334,100.595,3,1,2
คลองสวนพลู,KhlongSuanPhu,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.334,100.595,24,12,12
คลองสวนพลู,KhlongSuanPhu,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.334,100.595,8,5,3
บางเค็ม,BangKhem,เพชรบุรี,Phetchaburi,13.284,99.838,11,5,6
เจ็ดริ้ว,ChetRio,สมุทรสาคร,Samut Sakhon,13.639,100.141,61,33,28
พงสวาย,PhongSawai,ราชบุรี,Ratchaburi,13.545,99.848,42,19,23
ปากท่อ,PakTho,ราชบุรี,Ratchaburi,13.382,99.841,68,31,37
ปากท่อ,PakTho,ราชบุรี,Ratchaburi,13.382,99.841,10,9,1
หมกแถว,MokThaeo,อุทัยธานี,Uthai Thani,15.338,99.991,1,1,0
โรงช้าง,RongChang,อ่างทอง,Ang Thong,14.488,100.472,4,2,2
คลองบ้านโพธิ์,KhlongBanPho,ฉะเชิงเทรา,Chachoengsao,13.572,101.057,2,0,2
ประสาทสิทธิ์,Prasatsit,ราชบุรี,Ratchaburi,13.555,100.036,10,8,2
ประสาทสิทธิ์,Prasatsit,ราชบุรี,Ratchaburi,13.555,100.036,18,7,11
หัวเขา,HuaKhao,สงขลา,Songkhla,7.181,100.57,5,5,0
ห้วยโรง,HuaiRong,เพชรบุรี,Phetchaburi,13.316,99.841,13,5,8
โคกตูม,KhokTum,สระบุรี,Saraburi,14.421,100.784,8,4,4
ดอนขมิ้น,DonKhamin,กาญจนบุรี,Kanchanaburi,13.884,99.826,11,6,5
ดอนขมิ้น,DonKhamin,กาญจนบุรี,Kanchanaburi,13.884,99.826,5,3,2
มหาพราหมณ์,Mahaphram,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.364,100.505,0,0,0
มหาพราหมณ์,Mahaphram,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.364,100.505,2,1,1
ท่าหลวง,ThaLuang,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.548,100.764,3,2,1
ท่าหลวง,ThaLuang,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.548,100.764,0,0,0
กระหวะ,Krawa,ปัตตานี,Pattani,6.759,101.441,3,0,3
ทุ่งกระพังโหม,ThungKraphangHom,นครปฐม,Nakhon Pathom,13.991,99.983,489,251,238
ทุ่งกระพังโหม,ThungKraphangHom,นครปฐม,Nakhon Pathom,13.991,99.983,9,2,7
โรงช้าง,RongChang,สิงห์บุรี,Sing Buri,14.801,100.425,4,0,4
แขวงบางแค,,กรุงเทพมหานคร,Bangkok,13.698,100.409,455,247,208
บางกุ้ง,BangKung,ปราจีนบุรี,Prachin Buri,13.964,101.483,0,0,0
กระแสสินธุ์,KrasaeSin,สงขลา,Songkhla,7.566,100.337,3,1,2
หัวไผ่,HuaPhai,อ่างทอง,Ang Thong,14.553,100.474,0,0,0
ท่าเจ้าสนุก,ThaChaoSanuk,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.543,100.717,7,3,4
ดอนรวก,DonRuak,นครปฐม,Nakhon Pathom,13.89,100.117,7,3,4
ท่าทราย,ThaSai,นนทบุรี,Nonthaburi,13.884,100.501,266,141,125
หลักหก,LakHok,ปทุมธานี,Pathum Thani,13.963,100.59,111,65,46
ทุ่งนาไทย,ThungNaThai,อุทัยธานี,Uthai Thani,15.45,99.926,1,1,0
บ้านไร่,BanRai,ราชบุรี,Ratchaburi,13.511,99.845,68,36,32
บ้านนอก,BanNok,ปัตตานี,Pattani,6.812,101.479,1,1,0
บางม่วง,BangMuang,นนทบุรี,Nonthaburi,13.838,100.406,100,45,55
บางม่วง,BangMuang,นนทบุรี,Nonthaburi,13.838,100.406,9,4,5
แต้,Tae,ศรีสะเกษ,Si Sa Ket,15.12,104.178,3,1,2
บ้านฆ้อง,BanKhong,ราชบุรี,Ratchaburi,13.681,99.888,58,32,26
แหลมโพธิ์,LaemPho,ปัตตานี,Pattani,6.942,101.296,9,2,7
หาดเล็ก,HatLek,ตราด,Trat,11.699,102.909,205,90,115
หาดเล็ก,HatLek,ตราด,Trat,11.699,102.909,394,202,192
ท่าวังตาล,ThaWangTan,เชียงใหม่,Chiang Mai,18.718,99.007,176,81,95
บางพระ,BangPhra,นครปฐม,Nakhon Pathom,13.891,100.206,4,3,1
บ้านใหญ่,BanYai,นครนายก,Nakhon Nayok,14.221,101.225,7,5,2
บ้านใหญ่,BanYai,นครนายก,Nakhon Nayok,14.221,101.225,7,5,2
ห้วยพลู,HuaiPhlu,นครปฐม,Nakhon Pathom,13.878,100.233,14,5,9
ห้วยพลู,HuaiPhlu,นครปฐม,Nakhon Pathom,13.878,100.233,31,17,14
บ้านหลวง,BanLuang,นครปฐม,Nakhon Pathom,13.911,100.15,5,3,2
ย่านซื่อ,YanSue,สตูล,Satun,6.767,100.065,3,2,1
ย่านซื่อ,YanSue,สตูล,Satun,6.767,100.065,0,0,0
พิกุลทอง,PhikunThong,ราชบุรี,Ratchaburi,13.575,99.866,47,18,29
แขวงบางแคเหนือ,,กรุงเทพมหานคร,Bangkok,13.72,100.4,390,214,176
ห้วยไผ่,HuaiPhai,อ่างทอง,Ang Thong,14.789,100.324,0,0,0
บ้านกร่าง,BanKrang,สุโขทัย,Sukhothai,16.947,99.939,1,1,0
บ้านกร่าง,BanKrang,สุโขทัย,Sukhothai,16.947,99.939,2,1,1
อินทประมูล,Inthapramun,อ่างทอง,Ang Thong,14.651,100.425,2,1,1
อินทประมูล,Inthapramun,อ่างทอง,Ang Thong,14.651,100.425,1,0,1
ชะแล้,Chalae,สงขลา,Songkhla,7.308,100.441,0,0,0
จอมทอง,ChomThong,พิษณุโลก,Phitsanulok,16.902,100.215,9,7,2
โคกช้าง,KhokChang,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.123,100.492,5,2,3
ห่อหมก,HoMok,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.259,100.474,2,1,1
เหมืองใหม่,MueangMai,สมุทรสงคราม,Samut Songkhram,13.433,99.91,0,0,0
เหมืองใหม่,MueangMai,สมุทรสงคราม,Samut Songkhram,13.433,99.91,3,1,2
หนองไม้ซุง,NongMaiSung,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.376,100.751,0,0,0
เหมืองหม้อ,MueangMo,แพร่,Phrae,18.163,100.21,12,8,4
นาท่อม,NaThom,พัทลุง,Phatthalung,7.585,100.002,0,0,0
บางยาง,BangYang,สมุทรสาคร,Samut Sakhon,13.652,100.226,148,72,76
จรเข้ร้อง,ChorakheRong,อ่างทอง,Ang Thong,14.658,100.482,0,0,0
จรเข้ร้อง,ChorakheRong,อ่างทอง,Ang Thong,14.658,100.482,0,0,0
ไม้แก่น,MaiKaen,ปัตตานี,Pattani,6.647,101.669,0,0,0
นาจักร,NaChak,แพร่,Phrae,18.113,100.164,14,10,4
กระแชง,Krachaeng,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.279,100.505,2,2,0
บ้านแหลม,BanLaem,สุพรรณบุรี,Suphan Buri,14.346,100.14,7,2,5
บ้านแหลม,BanLaem,สุพรรณบุรี,Suphan Buri,14.346,100.14,3,1,2
ปะนาเระ,Panare,ปัตตานี,Pattani,6.86,101.484,2,1,1
โคกกรวด,KhokKruat,นครนายก,Nakhon Nayok,14.18,101.306,3,1,2
วัดยางงาม,WatYangNgam,ราชบุรี,Ratchaburi,13.399,99.864,2,1,1
โคกพุทรา,KhokPhutsa,อ่างทอง,Ang Thong,14.689,100.375,4,3,1
โคกใหญ่,KhokYai,สระบุรี,Saraburi,14.606,100.677,1,1,0
บางโกระ,BangKro,ปัตตานี,Pattani,6.76,101.108,5,4,1
บ้านสร้าง,BanSang,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.289,100.668,23,10,13
ห้วยด้วน,HuaiDuan,นครปฐม,Nakhon Pathom,13.902,100.1,4,2,2
แขวงบางมด,,กรุงเทพมหานคร,Bangkok,13.651,100.51,357,196,161
ดอนมะโนรา,DonManora,สมุทรสงคราม,Samut Songkhram,13.499,100.018,1,1,0
ทะเลชุบศร,ThaleChupSon,ลพบุรี,Lop Buri,14.804,100.634,15,10,5
ทะเลชุบศร,ThaleChupSon,ลพบุรี,Lop Buri,14.804,100.634,26,13,13
หนองพลับ,NongPhlap,เพชรบุรี,Phetchaburi,13.048,100,1,0,1
สำโรงเหนือ,,สมุทรปราการ,Samut Prakarn,13.649,100.617,237,135,102
สำโรงเหนือ,,สมุทรปราการ,Samut Prakarn,13.649,100.617,157,101,56
ประตูป่า,PratuPa,ลำพูน,Lamphun,18.623,98.986,29,19,10
ท่าคา,ThaKha,สมุทรสงคราม,Samut Songkhram,13.466,99.993,6,4,2
โพนทอง,PhonThong,สระบุรี,Saraburi,14.425,100.813,2,1,1
มะนังยง,ManangYong,ปัตตานี,Pattani,6.813,101.402,6,4,2
มะนังยง,ManangYong,ปัตตานี,Pattani,6.813,101.402,4,3,1
ป่างิ้ว,PaNgio,อ่างทอง,Ang Thong,14.612,100.413,3,2,1
เชียงรากใหญ่,ChiangRakYai,ปทุมธานี,Pathum Thani,14.057,100.574,9,1,8
ขุนโขลน,KhunKhlon,สระบุรี,Saraburi,14.713,100.831,176,92,84
บางนบ,BangNop,นครศรีธรรมราช,Nakhon Si Thammarat,8.104,100.261,3,3,0
บ้านแป้น,BanPaen,ลำพูน,Lamphun,18.523,98.951,7,3,4
บ้านแป้น,BanPaen,ลำพูน,Lamphun,18.523,98.951,31,17,14
คลองวัว,KhlongWua,อ่างทอง,Ang Thong,14.578,100.432,1,0,1
คุ้งน้ำวน,KhungNamWon,ราชบุรี,Ratchaburi,13.508,99.898,26,17,9
หนองน้ำใส,NongNamSai,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.457,100.751,1,1,0
กบเจา,KopChao,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.347,100.485,0,0,0
แขวงคลองจั่น,,กรุงเทพมหานคร,Bangkok,13.786,100.635,578,313,265
โคกสะอาด,KhokSa-At,สระบุรี,Saraburi,14.456,100.802,0,0,0
บ้านหว้า,BanWa,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.258,100.616,4,0,4
หนองแก๋ว,NongKaeo,เชียงใหม่,Chiang Mai,18.674,98.933,92,55,37
วัดขนุน,WatKhanun,สงขลา,Songkhla,7.304,100.497,2,2,0
